DOCUMENTID,AFFILIATEWEBID,BIDAMOUNT,BIDDATE,BIDTIME,RANK,AVAILABLELOADS,STATUS,ISINITIATOR,GROUPID,PASSKEY,LOADS,REASON,WINNINGBID,USERNAME,CREDITSHARES,SHARES,GROSSWEIGHT,DESCRIPTION,ID,INITIATORWEBID,WONLOAD,WINNINGBIDLOAD,AUCTIONDATE,SESSIONINFO,TRANSPORTATION
BL229560,Dallas,2.0,20231114.0,1005.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302637.0,,1.0,1.0,20231114.0,1,0
BL229560,Dallas,3.0,20231114.0,1005.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302638.0,,1.0,1.0,20231114.0,1,0
BL229560,Dallas,5.0,20231114.0,1005.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302639.0,,1.0,1.0,20231114.0,1,0
BL229560,Dallas,6.0,20231114.0,1005.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302640.0,,1.0,1.0,20231114.0,1,0
BL229560,Dallas,88.0,20231114.0,1006.0,0.0,40,3.0,1.0,,,1.0,,88.0,melandfear,0.0,88.0,41160.0,"Dough, Cresent dough, test overallocation 1",302641.0,,1.0,1.0,20231114.0,1,0
BL229512,Dallas,-2000.0,20231114.0,1006.0,0.0,1,3.0,1.0,,,1.0,,-2000.0,melandfear,0.0,-2000.0,26840.18,"Snack, cereal Bars",302642.0,,1.0,1.0,20231114.0,1,0
BL229485,Dallas,-500.0,20231114.0,1006.0,0.0,1,3.0,1.0,,,1.0,,-500.0,melandfear,0.0,-500.0,8840.0,Cereal,302643.0,,1.0,1.0,20231114.0,1,0
BL229365,Dallas,-2000.0,20231114.0,1006.0,0.0,1,3.0,1.0,,,1.0,,-2000.0,melandfear,0.0,-2000.0,22500.0,"NF, Salvage  (5-24 loaded to Choice)",302644.0,,1.0,1.0,20231114.0,1,0
BL229560,Dallas,96.0,20231114.0,1006.0,0.0,40,3.0,1.0,,,1.0,,96.0,melandfear,0.0,96.0,41160.0,"Dough, Cresent dough, test overallocation 1",302645.0,,1.0,1.0,20231114.0,1,0
BL229560,Dallas,85.0,20231114.0,1006.0,0.0,40,3.0,1.0,,,1.0,,85.0,melandfear,0.0,85.0,41160.0,"Dough, Cresent dough, test overallocation 1",302646.0,,1.0,1.0,20231114.0,1,0
BL229560,Dallas,74.0,20231114.0,1006.0,0.0,40,3.0,1.0,,,1.0,,74.0,melandfear,0.0,74.0,41160.0,"Dough, Cresent dough, test overallocation 1",302647.0,,1.0,1.0,20231114.0,1,0
BL229560,Dallas,12.0,20231114.0,1006.0,0.0,40,3.0,1.0,,,1.0,,12.0,melandfear,0.0,12.0,41160.0,"Dough, Cresent dough, test overallocation 1",302648.0,,1.0,1.0,20231114.0,1,0
BL229560,Dallas,65.0,20231114.0,1007.0,0.0,40,3.0,1.0,,,1.0,,65.0,melandfear,0.0,65.0,41160.0,"Dough, Cresent dough, test overallocation 1",302649.0,,1.0,1.0,20231114.0,1,0
BL229560,Dallas,654.0,20231114.0,1007.0,0.0,40,3.0,1.0,,,1.0,,654.0,melandfear,0.0,654.0,41160.0,"Dough, Cresent dough, test overallocation 1",302650.0,,1.0,1.0,20231114.0,1,0
BL229560,Dallas,123.0,20231114.0,1007.0,0.0,40,3.0,1.0,,,1.0,,123.0,melandfear,0.0,123.0,41160.0,"Dough, Cresent dough, test overallocation 1",302651.0,,1.0,1.0,20231114.0,1,0
BL229553,Dallas,-500.0,20231114.0,1008.0,0.0,19,3.0,1.0,,,1.0,,-500.0,melandfear,0.0,-500.0,41347.17,"Bev, Test overallaction PM",302652.0,,1.0,1.0,20231114.0,1,0
BL229558,Elpasoan,-2000.0,20231114.0,1008.0,0.0,1,3.0,1.0,,,1.0,,-2000.0,melandfear,0.0,-2000.0,17253.61,"SNACK, Cracker",302653.0,,1.0,1.0,20231114.0,1,0
BL229547,Elpasoan,-2000.0,20231114.0,1008.0,0.0,1,3.0,1.0,,,1.0,,-2000.0,melandfear,0.0,-2000.0,42825.5,NUTRI; Protein shake,302654.0,,1.0,1.0,20231114.0,1,0
BL229560,Elpasoan,-1.0,20231114.0,1009.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302655.0,,1.0,1.0,20231114.0,1,0
BL229560,Elpasoan,-2.0,20231114.0,1009.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302656.0,,1.0,1.0,20231114.0,1,0
BL229560,Elpasoan,-3.0,20231114.0,1009.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302657.0,,1.0,1.0,20231114.0,1,0
BL229560,Elpasoan,-4.0,20231114.0,1009.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302658.0,,1.0,1.0,20231114.0,1,0
BL229560,Elpasoan,-5.0,20231114.0,1009.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302659.0,,1.0,1.0,20231114.0,1,0
BL229553,Akron,-2.0,20231114.0,1019.0,0.0,19,3.0,1.0,,,1.0,,-2.0,melandfear,0.0,-2.0,41347.17,"Bev, Test overallaction PM",302661.0,,1.0,1.0,20231114.0,1,0
BL229560,Akron,-5.0,20231114.0,1019.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302662.0,,1.0,1.0,20231114.0,1,0
ID_10335,Akron,-5.0,20231114.0,1019.0,0.0,19,7.0,1.0,,,1.0,Bid Amount less than Minimum Reserve Shares,,melandfear,0.0,0.0,12000.0,"Cereal, test multiple bidding on maroon loads multi",302663.0,,,0.0,20231114.0,1,0
BL229527,Akron,-500.0,20231114.0,1019.0,0.0,1,3.0,1.0,,,1.0,,-500.0,melandfear,0.0,-500.0,37100.0,Test 8/31 overallocation,302664.0,,1.0,1.0,20231114.0,1,0
BL229509,Akron,-500.0,20231114.0,1019.0,0.0,1,3.0,1.0,,,1.0,,-500.0,melandfear,0.0,-500.0,11530.47,"MIX, Mrs. Pauls fish fillets, Blakes chicken & dumplings, cream pie etc.",302665.0,,1.0,1.0,20231114.0,1,0
BL229554,Akron,-5.0,20231114.0,1020.0,0.0,4,3.0,1.0,,,1.0,,-5.0,melandfear,0.0,-5.0,41347.17,"Bev, Test overallocation #2 PM",302666.0,,1.0,1.0,20231114.0,1,0
BL229377,Chicago,1.0,20231220.0,1136.0,0.0,1,3.0,1.0,,,1.0,,1.0,melandfear,0.0,1.0,33109.3,"Nutri, Protein Shakes",302731.0,,1.0,1.0,20231220.0,1,0
BL229557,Chicago,1.0,20231220.0,1137.0,0.0,1,3.0,1.0,,,1.0,,1.0,melandfear,0.0,1.0,27270.0,"SNACK, Cracker",302732.0,,1.0,1.0,20231220.0,1,0
ID_9219,Chicago,1.0,20231220.0,1137.0,0.0,248,7.0,1.0,,,1.0,Bid Amount less than Minimum Reserve Shares,,melandfear,0.0,0.0,100.0,Test Load,302733.0,,,0.0,20231220.0,1,0
BL229457,Chicago,1.0,20231220.0,1137.0,0.0,5,3.0,1.0,,,1.0,,1.0,melandfear,0.0,1.0,40800.0,Test TMS Comments,302734.0,,1.0,1.0,20231220.0,1,0
ID_10321,Chicago,1.0,20231220.0,1137.0,0.0,1,3.0,1.0,,,1.0,,1.0,melandfear,0.0,1.0,42000.0,"Test, Load",302735.0,,1.0,1.0,20231220.0,1,0
ID_10320,Chicago,1.0,20231220.0,1137.0,0.0,1,3.0,1.0,,,1.0,,1.0,melandfear,0.0,1.0,42000.0,"Test, Load",302736.0,,1.0,1.0,20231220.0,1,0
BL229563,Chicago,2.0,20231220.0,1138.0,0.0,4,3.0,1.0,,,1.0,,2.0,melandfear,0.0,2.0,41160.0,"Dough, test overallocation 4",302737.0,,1.0,1.0,20231220.0,1,0
BL229563,Chicago,3.0,20231220.0,1138.0,0.0,4,3.0,1.0,,,1.0,,3.0,melandfear,0.0,3.0,41160.0,"Dough, test overallocation 4",302738.0,,1.0,1.0,20231220.0,1,0
BL229563,Chicago,4.0,20231220.0,1139.0,0.0,4,3.0,1.0,,,1.0,,4.0,melandfear,0.0,4.0,41160.0,"Dough, test overallocation 4",302739.0,,1.0,1.0,20231220.0,1,0
BL229562,Chicago,1.0,20231220.0,1136.0,0.0,8,3.0,1.0,,,1.0,,1.0,melandfear,0.0,1.0,41160.0,"Dough, Test Overallocation 3",302729.0,,1.0,1.0,20231220.0,1,0
BL229563,Chicago,1.0,20231220.0,1136.0,0.0,4,3.0,1.0,,,1.0,,1.0,melandfear,0.0,1.0,41160.0,"Dough, test overallocation 4",302730.0,,1.0,1.0,20231220.0,1,0
BL251800,Chicago,-1999.0,20240715.0,1425.0,0.0,1,3.0,1.0,,,1.0,,-1999.0,ctheus,0.0,-1999.0,23472.0,"Meal, Frozen Sandwiches",302758.0,,1.0,1.0,20240715.0,2,0
ID_11611,Chicago,101.0,20250211.0,1543.0,0.0,1,3.0,1.0,,,1.0,,101.0,ctheus,0.0,101.0,10000.0,CT Assorted,302958.0,,1.0,1.0,20250211.0,2,1
BL259423,StLouis,100.0,20250326.0,939.0,0.0,1,3.0,1.0,,,1.0,,100.0,melandfear,0.0,100.0,8369.92,"Snack, Test 1",302976.0,,1.0,1.0,20250326.0,1,0
L167283,Gary,1.0,20171214.0,1123.0,0.0,1,3.0,1.0,,,1.0,,1.0,Dan,0.0,1.0,33850.0,Dan seafood 12 14 17,301996.0,,1.0,1.0,20171214.0,1,0
BL168920,Atlanta,500.0,20180407.0,833.0,0.0,1,3.0,1.0,,,1.0,,500.0,mloeffl,0.0,500.0,21250.0,AA ML Test 1,302119.0,,1.0,1.0,20180409.0,1,0
L163130,StCharles,0.0,20170811.0,1102.0,0.0,3,3.0,1.0,,,1.0,,0.0,vjohnson,0.0,0.0,21.17,"Condo, Taco Seasoning",301890.0,,1.0,1.0,20170814.0,1,1
L163030,Chicago,100.0,20170821.0,1557.0,0.0,3,3.0,1.0,,,1.0,,100.0,mloeffl,0.0,100.0,27772.0,"MEAL, Assorted Soup",301891.0,,1.0,1.0,20170821.0,2,0
L163030,Chicago,200.0,20170821.0,1557.0,0.0,3,3.0,1.0,,,1.0,,200.0,mloeffl,0.0,200.0,27772.0,"MEAL, Assorted Soup",301892.0,,1.0,1.0,20170821.0,2,0
L163030,Chicago,300.0,20170821.0,1557.0,0.0,3,3.0,1.0,,,1.0,,300.0,mloeffl,0.0,300.0,27772.0,"MEAL, Assorted Soup",301893.0,,1.0,1.0,20170821.0,2,0
L163138,Chicago,100.0,20170821.0,1557.0,0.0,1,3.0,1.0,,,1.0,,100.0,mloeffl,0.0,100.0,24844.0,"Meal, Soup",301894.0,,1.0,1.0,20170821.0,2,0
L163093,Chicago,150.0,20170821.0,1558.0,0.0,1,3.0,1.0,,,1.0,,150.0,mloeffl,0.0,150.0,12666.0,"Meal, Soup ML YD002",301895.0,,1.0,1.0,20170821.0,2,0
L163095,Chicago,175.0,20170821.0,1558.0,0.0,1,3.0,1.0,,,1.0,,175.0,mloeffl,0.0,175.0,12544.0,"Meal, Soup YD003",301896.0,,1.0,1.0,20170821.0,2,0
L167035,Chicago,600.0,20171031.0,1022.0,0.0,3,3.0,1.0,,,1.0,,600.0,mloeffl,0.0,600.0,26175.0,Fruit Cups,301915.0,,1.0,1.0,20171031.0,1,0
L167035,Fargo,500.0,20171031.0,1021.0,0.0,3,3.0,1.0,,,1.0,,500.0,mloeffl,0.0,500.0,26175.0,Fruit Cups,301913.0,,1.0,1.0,20171031.0,1,0
L167036,Fargo,500.0,20171031.0,1021.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,500.0,mloeffl,0.0,0.0,21785.75,Fruit Cups,301914.0,,1.0,1.0,20171031.0,1,0
L167036,Chicago,500.0,20171031.0,1022.0,0.0,1,3.0,1.0,,,1.0,,500.0,mloeffl,0.0,500.0,21785.75,Fruit Cups,301916.0,,1.0,1.0,20171031.0,1,0
L167035,DesMoines,1000.0,20171031.0,1026.0,0.0,3,3.0,1.0,,,1.0,,1000.0,mloeffl,0.0,1000.0,26175.0,Fruit Cups,301917.0,,1.0,1.0,20171031.0,1,0
ID_8722,Fargo,10000.0,20171212.0,1211.0,0.0,1,3.0,1.0,,,1.0,,10000.0,melandfear,0.0,10000.0,7000.0,"Snack, Cookies For Disaster",301989.0,,1.0,1.0,20171212.0,2,0
ID_8721,Gary,1600.0,20171212.0,1215.0,0.0,1,3.0,1.0,,,1.0,,1600.0,Dan,0.0,1600.0,6000.0,Test Soup,301991.0,,1.0,1.0,20171212.0,2,0
ID_8720,coloradospringsZC,150.0,20171212.0,1212.0,0.0,1,3.0,1.0,,,1.0,,150.0,srosario,0.0,150.0,20000.0,"Snack, Asst Cookies",301990.0,,1.0,1.0,20171212.0,2,0
ID_8723,Dallas,10.0,20171212.0,1219.0,0.0,1,7.0,1.0,,,1.0,Bid Amount less than Minimum Reserve Shares,,vjohnson,0.0,0.0,100000.0,VJ Cookies,301992.0,,,0.0,20171212.0,2,0
ID_8723,ColumbusZC,10000.0,20171212.0,1221.0,0.0,1,3.0,1.0,,,1.0,,10000.0,vjohnson,0.0,10000.0,100000.0,VJ Cookies,301993.0,,1.0,1.0,20171212.0,2,0
ID_8724,Atlanta,500.0,20171212.0,1221.0,0.0,1,3.0,1.0,,,1.0,,500.0,sbarnes,0.0,500.0,5000000.0,"Snack, Cookies",301994.0,,1.0,1.0,20171212.0,2,0
ID_8726,Atlanta,-2000.0,20171213.0,1549.0,0.0,1,7.0,1.0,,,1.0,Bid Amount less than Minimum Reserve Shares,,melandfear,0.0,0.0,35700.0,Stuff we dont want,301995.0,,,0.0,20171213.0,2,0
L163050,StCharlesZD,0.0,20180117.0,1407.0,0.0,4,7.0,1.0,,ctheus_L163050_StCharlesZD,1.0,All the Affilates did not bid,,ctheus,0.0,0.0,9065.0,Testing Wd17070046,302038.0,,,0.0,20180117.0,2,0
L163050,Alexandria,0.0,20180117.0,1408.0,0.0,4,7.0,0.0,,ctheus_L163050_StCharlesZD,1.0,All the Affilates did not bid,,ctheus,0.0,0.0,9065.0,Testing Wd17070046,302038.0,StCharlesZD,,0.0,20180117.0,2,0
BL167471,Austin,1.0,20180117.0,1214.0,0.0,1,3.0,1.0,,,1.0,,1.0,Dan,0.0,1.0,1200.0,Dan Test 1 1/16/18,302037.0,,1.0,1.0,20180117.0,2,1
BL167641,Austin,1.0,20180130.0,721.0,0.0,1,3.0,1.0,,,1.0,,1.0,Dan,0.0,1.0,40000.0,Dan testing WD18010153 line 12,302073.0,,1.0,1.0,20180130.0,1,1
BL167526,Athens,1000.0,20180417.0,1015.0,0.0,1,3.0,1.0,,,1.0,,1000.0,mloeffl,0.0,1000.0,42000.0,cswann@feedingamerica.orgtest,302122.0,,1.0,1.0,20180417.0,1,0
BL167681,Fargo,1000.0,20180417.0,957.0,0.0,1,3.0,1.0,,mloeffl_BL167681_Fargo,1.0,,1000.0,mloeffl,0.0,1000.0,42500.0,"Cond, Sauce,TestSR5",302121.0,,1.0,1.0,20180417.0,1,0
L163048,Athens,4000.0,20180417.0,1016.0,0.0,3,3.0,1.0,,,1.0,,4000.0,mloeffl,884.0,3116.0,7833.8,"Dairy, Peach Milk, Orange Milk",302123.0,,1.0,1.0,20180417.0,1,0
BL168933,Atlanta,300.0,20180510.0,1342.0,0.0,1,3.0,1.0,,,1.0,,300.0,Manish,0.0,300.0,300.0,A Test 1,302128.0,,1.0,1.0,20180510.0,2,0
BL1712007901,Atlanta,0.0,20180510.0,1248.0,0.0,1,3.0,1.0,,,1.0,,0.0,ctheus,0.0,0.0,24000.0,"Bev, Capri Sun Superior 12/17/17",302127.0,,1.0,1.0,20180510.0,2,0
ML8960,Atlanta,650.0,20190305.0,1227.0,0.0,1,3.0,1.0,,,1.0,,650.0,ctheus,0.0,650.0,19248.0,"Meat, Uncooked Unsorted Frozen-mostly Meats, SMF .03/lb",302189.0,,1.0,1.0,20190305.0,2,1
BL178891,Atlanta,-4000.0,20190305.0,1228.0,0.0,1,3.0,1.0,,,1.0,,-4000.0,ctheus,0.0,-4000.0,9644.77,"Z -Dairy, Breakstone Cottage Cheese",302190.0,,1.0,1.0,20190305.0,2,1
ML8961,Atlanta,700.0,20190312.0,1552.0,0.0,1,3.0,1.0,,,1.0,,700.0,ctheus,0.0,700.0,21892.0,"Meat, Uncooked Unsorted Frozen-mostly Meats, SMF .03/lb",302196.0,,1.0,1.0,20190312.0,2,0
BL181003,Atlanta,-400.0,20190312.0,1553.0,0.0,1,3.0,1.0,,,1.0,,-400.0,ctheus,0.0,-400.0,34648.0,test 1120C-Change1,302197.0,,1.0,1.0,20190312.0,2,0
BL177610,Atlanta,1.0,20190312.0,1553.0,0.0,1,3.0,1.0,,,1.0,,1.0,ctheus,0.0,1.0,43916.36,"Z-Cond, Assorted Salts and Sizes",302198.0,,1.0,1.0,20190312.0,2,1
BL178804,Atlanta,-200.0,20190312.0,1554.0,0.0,2,3.0,1.0,,,1.0,,-200.0,ctheus,0.0,-200.0,9417.6,"Z - HBC, Benadryl/Visine Combo Shipper (Read Notes)",302199.0,,1.0,1.0,20190312.0,2,1
BL281001,Atlanta,1000.0,20190329.0,1548.0,0.0,1,3.0,1.0,,,1.0,,1000.0,ctheus,0.0,1000.0,20077.87,"Meat, Meaty Meat - Straight yellow load",302211.0,,1.0,1.0,20190329.0,2,0
BL281002,Atlanta,4.0,20190329.0,1551.0,0.0,1,3.0,1.0,,,1.0,,4.0,ctheus,0.0,4.0,27396.86,"BP, Vendor Delivery Test",302212.0,,1.0,1.0,20190329.0,2,0
BL181019,Albuquerque,-300.0,20200324.0,1535.0,0.0,1,3.0,1.0,,,1.0,,-300.0,ctheus,0.0,-300.0,700.0,"Test, Testing Uncle Bens",302252.0,,1.0,1.0,20200324.0,2,0
BL181134,Albuquerque,25000.0,20200324.0,1534.0,0.0,1,3.0,1.0,,,1.0,,25000.0,ctheus,0.0,25000.0,7602.88,dhdh,302250.0,,1.0,1.0,20200324.0,2,0
BL181109,Albuquerque,1478.0,20200324.0,1534.0,0.0,1,3.0,1.0,,,1.0,,1478.0,ctheus,0.0,1478.0,23498.59,Test,302251.0,,1.0,1.0,20200324.0,2,0
BL181112,Atlanta,-1900.0,20200324.0,1527.0,0.0,3,3.0,1.0,,,1.0,,-1900.0,ctheus,0.0,-1900.0,2723.85,test declining donation 1,302249.0,,1.0,1.0,20200324.0,2,0
BL181048,Atlanta,2500.0,20200324.0,1526.0,0.0,2,3.0,1.0,,,1.0,,2500.0,ctheus,0.0,2500.0,10118.06,AAML Test 3,302247.0,,1.0,1.0,20200324.0,2,0
BL181135,Atlanta,-1850.0,20200324.0,1526.0,0.0,1,3.0,1.0,,,1.0,,-1850.0,ctheus,0.0,-1850.0,5485.02,dgjgj,302248.0,,1.0,1.0,20200324.0,2,0
BL229420,Chicago,100.0,20221018.0,1330.0,0.0,1,3.0,1.0,,,1.0,,100.0,melandfear,0.0,100.0,17600.0,"Test, test 2 ml",302398.0,,1.0,1.0,20221018.0,2,1
BL229419,Chicago,100.0,20221018.0,1329.0,0.0,1,3.0,1.0,,,1.0,,100.0,melandfear,0.0,100.0,6936.0,"Test, test tms comments",302397.0,,1.0,1.0,20221018.0,2,1
BL229457,Atlanta,-1999.0,20230421.0,1524.0,0.0,10,3.0,1.0,,,1.0,,-1999.0,ctheus,0.0,-1999.0,40800.0,Test TMS Comments,302452.0,,1.0,1.0,20230421.0,2,1
BL229457,Atlanta,-1500.0,20230421.0,1528.0,0.0,10,3.0,1.0,,,1.0,,-1500.0,ctheus,0.0,-1500.0,40800.0,Test TMS Comments,302453.0,,1.0,1.0,20230421.0,2,1
BL229462,ErieZC,100.0,20230421.0,1529.0,0.0,1,3.0,1.0,,,1.0,,100.0,melandfear,0.0,100.0,27698.39,"Test, Need to bid",302454.0,,1.0,1.0,20230421.0,2,1
BL229457,ErieZC,100.0,20230421.0,1530.0,0.0,10,3.0,1.0,,,1.0,,100.0,melandfear,0.0,100.0,40800.0,Test TMS Comments,302455.0,,1.0,1.0,20230421.0,2,1
BL229457,Atlanta,-1900.0,20230426.0,1327.0,0.0,7,3.0,1.0,,,1.0,,-1900.0,ctheus,0.0,-1900.0,40800.0,Test TMS Comments,302457.0,,1.0,1.0,20230426.0,2,1
BL229457,Atlanta,-1888.0,20230426.0,1326.0,0.0,7,3.0,1.0,,,1.0,,-1888.0,ctheus,0.0,-1888.0,40800.0,Test TMS Comments,302456.0,,1.0,1.0,20230426.0,2,1
BL229464,Atlanta,500.0,20230705.0,1147.0,0.0,3,3.0,1.0,,,1.0,,500.0,ctheus,0.0,500.0,12404.92,"Pasta, Mama Mia Pasta",302471.0,,1.0,1.0,20230705.0,1,0
BL229464,Chicago,100.0,20230705.0,1149.0,0.0,3,7.0,1.0,,,1.0,There were higher bids.,500.0,melandfear,0.0,0.0,12404.92,"Pasta, Mama Mia Pasta",302472.0,,1.0,1.0,20230705.0,1,0
BL229370,Columbia,600.0,20230705.0,1150.0,0.0,1,3.0,1.0,,,1.0,,600.0,melandfear,0.0,600.0,15600.0,"Snack, Snacks  (5-24 loaded to Choice)",302473.0,,1.0,1.0,20230705.0,1,0
BL229464,Atlanta,2600.0,20230705.0,1150.0,0.0,3,3.0,1.0,,,1.0,,2600.0,ctheus,0.0,2600.0,12404.92,"Pasta, Mama Mia Pasta",302474.0,,1.0,1.0,20230705.0,1,0
BL229464,Columbia,500.0,20230705.0,1151.0,0.0,3,3.0,1.0,,,1.0,,500.0,melandfear,0.0,500.0,12404.92,"Pasta, Mama Mia Pasta",302475.0,,1.0,1.0,20230705.0,1,0
BL229482,StLouis,150.0,20230719.0,1208.0,0.0,3,3.0,1.0,,,1.0,,150.0,melandfear,0.0,150.0,11220.0,Bid on this one. Multiload test,302482.0,,1.0,1.0,20230719.0,1,0
BL229482,Atlanta,500.0,20230719.0,1208.0,0.0,3,3.0,1.0,,,1.0,,500.0,ctheus,0.0,500.0,11220.0,Bid on this one. Multiload test,302483.0,,1.0,1.0,20230719.0,1,0
BL229484,StLouis,1000.0,20230719.0,1208.0,0.0,3,3.0,1.0,,,1.0,,1000.0,melandfear,0.0,1000.0,11220.0,Bid scenario 2,302484.0,,1.0,1.0,20230719.0,1,0
BL229482,Atlanta,677.0,20230719.0,1208.0,0.0,3,3.0,1.0,,,1.0,,677.0,ctheus,0.0,677.0,11220.0,Bid on this one. Multiload test,302485.0,,1.0,1.0,20230719.0,1,0
BL229482,Sikeston,5.0,20230719.0,1212.0,0.0,2,3.0,1.0,,,1.0,,5.0,melandfear,0.0,5.0,11220.0,Bid on this one. Multiload test,302486.0,,1.0,1.0,20230719.0,1,0
BL229482,Chicago,1000.0,20230719.0,1206.0,0.0,3,3.0,1.0,,,1.0,,1000.0,melandfear,0.0,1000.0,11220.0,Bid on this one. Multiload test,302480.0,,1.0,1.0,20230719.0,1,0
BL229484,Chicago,1000.0,20230719.0,1207.0,0.0,3,3.0,1.0,,,1.0,,1000.0,melandfear,0.0,1000.0,11220.0,Bid scenario 2,302481.0,,1.0,1.0,20230719.0,1,0
BL229484,Sikeston,5.0,20230719.0,1212.0,0.0,3,7.0,1.0,,,1.0,There were higher bids.,501.0,melandfear,0.0,0.0,11220.0,Bid scenario 2,302487.0,,1.0,1.0,20230719.0,1,0
BL229484,Atlanta,501.0,20230719.0,1214.0,0.0,3,3.0,1.0,,,1.0,,501.0,ctheus,0.0,501.0,11220.0,Bid scenario 2,302488.0,,1.0,1.0,20230719.0,1,0
BL229512,manchesterzd,-1500.0,20230809.0,1150.0,0.0,1,3.0,1.0,,,1.0,,-1500.0,melandfear,0.0,-1500.0,26840.18,"Snack, cereal Bars",302500.0,,1.0,1.0,20230809.0,1,1
BL229362,manchesterzd,0.0,20230809.0,1139.0,0.0,3,3.0,1.0,,,1.0,,0.0,melandfear,0.0,0.0,42000.0,"Dairy, Almondmilk (5-24 loaded to Choice)",302498.0,,1.0,1.0,20230809.0,1,1
BL229505,StCharlesZD,100.0,20230809.0,1138.0,0.0,1,3.0,1.0,,,1.0,,100.0,melandfear,0.0,100.0,39536.1,"BP, Banana Bread",302497.0,,1.0,1.0,20230809.0,1,1
BL229362,Atlanta,-1999.0,20230811.0,1407.0,0.0,3,3.0,1.0,,,1.0,,-1999.0,ctheus,0.0,-1999.0,42000.0,"Dairy, Almondmilk (5-24 loaded to Choice)",302501.0,,1.0,1.0,20230811.0,2,1
BL229377,Atlanta,-1999.0,20230811.0,1407.0,0.0,1,3.0,1.0,,,1.0,,-1999.0,ctheus,0.0,-1999.0,33109.3,"Nutri, Protein Shakes",302502.0,,1.0,1.0,20230811.0,2,1
BL229512,Atlanta,-1999.0,20230811.0,1409.0,0.0,1,3.0,1.0,,,1.0,,-1999.0,ctheus,0.0,-1999.0,26840.18,"Snack, cereal Bars",302503.0,,1.0,1.0,20230811.0,2,1
BL229508,Atlanta,-1000.0,20230829.0,1039.0,0.0,3,3.0,1.0,,,1.0,,-1000.0,ctheus,0.0,-1000.0,27729.79,"MIX, Marie Callender cream pie, fish fillets, frozen entrees etc.",302506.0,,1.0,1.0,20230829.0,1,1
ID_10336,NewYorkFRO,3001.0,20230829.0,1114.0,0.0,1,3.0,1.0,,,1.0,,3001.0,ctheus,0.0,3001.0,500.0,"NF, Banana Boxes",302507.0,,1.0,1.0,20230829.0,1,1
BL229512,Atlanta,-2000.0,20230828.0,1727.0,0.0,1,3.0,1.0,,,1.0,,-2000.0,ctheus,0.0,-2000.0,26840.18,"Snack, cereal Bars",302504.0,,1.0,1.0,20230829.0,1,1
BL229365,Atlanta,-1999.0,20230828.0,1728.0,0.0,1,3.0,1.0,,,1.0,,-1999.0,ctheus,0.0,-1999.0,22500.0,"NF, Salvage  (5-24 loaded to Choice)",302505.0,,1.0,1.0,20230829.0,1,1
BL229549,Elpasoan,-1000.0,20231113.0,1036.0,0.0,10,7.0,1.0,,,1.0,There were higher bids.,50.0,melandfear,0.0,0.0,52228.0,"Bev, Water, test multiloads",302548.0,,1.0,1.0,20231113.0,1,0
BL229551,Elpasoan,-1000.0,20231113.0,1036.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,1000.0,melandfear,0.0,0.0,21761.67,"Bev, Multiloads 3",302549.0,,1.0,1.0,20231113.0,1,0
BL229539,Boston,15.0,20231113.0,1037.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,300.0,melandfear,0.0,0.0,39171.0,"Bev, Flavored Water",302550.0,,1.0,1.0,20231113.0,1,0
BL229542,Boston,1000.0,20231113.0,1037.0,0.0,1,3.0,1.0,,,1.0,,1000.0,melandfear,0.0,1000.0,39171.0,"BEV, Hannah Test",302551.0,,1.0,1.0,20231113.0,1,0
BL229539,Elpasoan,-300.0,20231113.0,1036.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,300.0,melandfear,0.0,0.0,39171.0,"Bev, Flavored Water",302546.0,,1.0,1.0,20231113.0,1,0
